1749468807, create type house 6 1 name str origin str leader str militaryStrength int wealth int spiceProduction int, FAILURE
1749468807, create record house Atreides Caladan Duke 8000 5000 150, FAILURE
1749468807, create record house Harkonnen GiediPrime Baron 12000 3000 200, FAILURE
1749468807, create type fremen 5 1 name str tribe str skillLevel int allegiance str age int, FAILURE
1749468807, create record fremen Stilgar SietchTabr 9 Atreides 45, FAILURE
1749468807, create record fremen Chani SietchTabr 8 Atreides 30, FAILURE
1749468807, delete record house Corrino, FAILURE
1749468807, search record fremen Stilgar, FAILURE
1749468807, search record house Atreides, FAILURE
1749468807, delete record fremen Chani, FAILURE
1749468807, search record fremen Chani, FAILURE
1749468963, create type house 6 1 name str origin str leader str militaryStrength int wealth int spiceProduction int, SUCCESS
1749468963, create record house Atreides Caladan Duke 8000 5000 150, FAILURE
1749468963, create record house Harkonnen GiediPrime Baron 12000 3000 200, FAILURE
1749468963, create type fremen 5 1 name str tribe str skillLevel int allegiance str age int, SUCCESS
1749468963, create record fremen Stilgar SietchTabr 9 Atreides 45, FAILURE
1749468963, create record fremen Chani SietchTabr 8 Atreides 30, FAILURE
1749468963, delete record house Corrino, FAILURE
1749468963, search record fremen Stilgar, FAILURE
1749468963, search record house Atreides, FAILURE
1749468963, delete record fremen Chani, FAILURE
1749468963, search record fremen Chani, FAILURE
1749469011, create type house 6 1 name str origin str leader str militaryStrength int wealth int spiceProduction int, SUCCESS
1749469011, create record house Atreides Caladan Duke 8000 5000 150, SUCCESS
1749469011, create record house Harkonnen GiediPrime Baron 12000 3000 200, SUCCESS
1749469011, create type fremen 5 1 name str tribe str skillLevel int allegiance str age int, SUCCESS
1749469011, create record fremen Stilgar SietchTabr 9 Atreides 45, SUCCESS
1749469011, create record fremen Chani SietchTabr 8 Atreides 30, FAILURE
1749469011, delete record house Corrino, FAILURE
1749469011, search record fremen Stilgar, FAILURE
1749469011, search record house Atreides, FAILURE
1749469011, delete record fremen Chani, FAILURE
1749469011, search record fremen Chani, FAILURE
1749469222, create type house 6 1 name str origin str leader str militaryStrength int wealth int spiceProduction int, SUCCESS
1749469222, create record house Atreides Caladan Duke 8000 5000 150, SUCCESS
1749469222, create record house Harkonnen GiediPrime Baron 12000 3000 200, SUCCESS
1749469222, create type fremen 5 1 name str tribe str skillLevel int allegiance str age int, SUCCESS
1749469222, create record fremen Stilgar SietchTabr 9 Atreides 45, SUCCESS
1749469222, create record fremen Chani SietchTabr 8 Atreides 30, FAILURE
1749469222, delete record house Corrino, FAILURE
1749469222, search record fremen Stilgar, FAILURE
1749469222, search record house Atreides, FAILURE
1749469222, delete record fremen Chani, FAILURE
1749469222, search record fremen Chani, FAILURE
1749480614, create type house 6 1 name str origin str leader str militaryStrength int wealth int spiceProduction int, SUCCESS
1749480614, create record house Atreides Caladan Duke 8000 5000 150, SUCCESS
1749480614, create record house Harkonnen GiediPrime Baron 12000 3000 200, SUCCESS
1749480614, create type fremen 5 1 name str tribe str skillLevel int allegiance str age int, SUCCESS
1749480614, create record fremen Stilgar SietchTabr 9 Atreides 45, SUCCESS
1749480614, create record fremen Chani SietchTabr 8 Atreides 30, SUCCESS
1749480614, delete record house Corrino, FAILURE
1749480614, search record fremen Stilgar, SUCCESS
1749480614, search record house Atreides, SUCCESS
1749480614, delete record fremen Chani, SUCCESS
1749480614, search record fremen Chani, FAILURE
1749481453, create type house 6 1 name str origin str leader str militaryStrength int wealth int spiceProduction int, SUCCESS
1749481453, create record house Atreides Caladan Duke 8000 5000 150, SUCCESS
1749481453, create record house Harkonnen GiediPrime Baron 12000 3000 200, SUCCESS
1749481453, create type fremen 5 1 name str tribe str skillLevel int allegiance str age int, SUCCESS
1749481453, create record fremen Stilgar SietchTabr 9 Atreides 45, SUCCESS
1749481453, create record fremen Chani SietchTabr 8 Atreides 30, SUCCESS
1749481453, delete record house Corrino, FAILURE
1749481453, search record fremen Stilgar, SUCCESS
1749481453, search record house Atreides, SUCCESS
1749481453, delete record fremen Chani, SUCCESS
1749481453, search record fremen Chani, FAILURE
1749481583, create type house 6 1 name str origin str leader str militaryStrength int wealth int spiceProduction int, SUCCESS
1749481583, create record house Atreides Caladan Duke 8000 5000 150, SUCCESS
1749481583, create record house Harkonnen GiediPrime Baron 12000 3000 200, SUCCESS
1749481583, create type fremen 5 1 name str tribe str skillLevel int allegiance str age int, SUCCESS
1749481583, create record fremen Stilgar SietchTabr 9 Atreides 45, SUCCESS
1749481583, create record fremen Chani SietchTabr 8 Atreides 30, SUCCESS
1749481583, delete record house Corrino, FAILURE
1749481583, search record fremen Stilgar, SUCCESS
1749481583, search record house Atreides, SUCCESS
1749481583, delete record fremen Chani, SUCCESS
1749481583, search record fremen Chani, FAILURE
1749481790, create type house 6 1 name str origin str leader str militaryStrength int wealth int spiceProduction int, SUCCESS
1749481790, create record house Atreides Caladan Duke 8000 5000 150, SUCCESS
1749481790, create record house Harkonnen GiediPrime Baron 12000 3000 200, SUCCESS
1749481790, create type fremen 5 1 name str tribe str skillLevel int allegiance str age int, SUCCESS
1749481790, create record fremen Stilgar SietchTabr 9 Atreides 45, SUCCESS
1749481790, create record fremen Chani SietchTabr 8 Atreides 30, SUCCESS
1749481790, delete record house Corrino, FAILURE
1749481790, search record fremen Stilgar, SUCCESS
1749481790, search record house Atreides, SUCCESS
1749481790, delete record fremen Chani, SUCCESS
1749481790, search record fremen Chani, FAILURE
